ID_Transaccion,Fecha,ID_Cliente,Nombre_Cliente,Categoria_Producto,Producto,Cantidad,Precio_Unitario,Descuento_Porcentaje,Total_Bruto,Total_Neto,Metodo_Pago,Region,Estado_Envio,Valoracion_Cliente,Tiempo_Entrega_Dias
TXN005852,2025-01-24,CLT2582,Carlos Martínez,Ropa,Chaqueta,5,89.83,15,449.15,381.78,Tarjeta Crédito,Bilbao,Entregado,4.0,12.0
TXN005853,2025-01-24,CLT2730,Laura Fernández,Libros,Guía Viaje,1,20.8,0,20.8,20.8,Tarjeta Débito,Sevilla,Entregado,,5.0
TXN005854,2025-01-24,CLT2634,Carmen Ruiz,Juguetes,Peluche,4,62.74,0,250.96,250.96,Tarjeta Débito,Valencia,Entregado,2.0,8.0
TXN005855,2025-01-25,CLT4960,María López,Electrónica,Cámara,4,389.19,0,1556.76,1556.76,PayPal,Bilbao,En Tránsito,2.0,11.0
TXN005856,2025-01-25,CLT4703,Pedro Sánchez,Deportes,Balón Fútbol,2,165.55,5,331.1,314.54,Tarjeta Crédito,Bilbao,En Tránsito,,13.0
TXN005857,2025-01-25,CLT1401,Juan García,Electrónica,Smartwatch,2,437.59,0,875.18,875.18,Transferencia,Valencia,Cancelado,5.0,
TXN005858,2025-01-25,CLT4657,Manuel Álvarez,Juguetes,Peluche,2,26.64,0,53.28,53.28,Tarjeta Crédito,Madrid,Entregado,3.0,7.0
TXN005859,2025-01-25,CLT2070,Francisco Díaz,Deportes,Cuerda Saltar,3,277.46,5,832.38,790.76,Tarjeta Crédito,Valencia,Entregado,4.0,14.0
TXN005860,2025-01-25,CLT4769,José Navarro,Deportes,Raqueta Tenis,2,263.52,10,527.04,474.34,Tarjeta Débito,Barcelona,Pendiente,4.0,
TXN005861,2025-01-25,CLT2237,Pedro Sánchez,Electrónica,Tablet,4,513.8,0,2055.2,2055.2,PayPal,Valencia,Entregado,5.0,5.0
TXN005862,2025-01-25,CLT3445,Carmen Ruiz,Electrónica,Cámara,3,296.02,0,888.06,888.06,Tarjeta Crédito,Valencia,Entregado,5.0,13.0
TXN005863,2025-01-25,CLT2272,Carmen Ruiz,Hogar,Alfombra,5,28.91,0,144.55,144.55,Tarjeta Débito,Valencia,Entregado,3.0,2.0
TXN005864,2025-01-25,CLT1709,Manuel Álvarez,Electrónica,Smartphone,1,584.26,20,584.26,467.41,PayPal,Sevilla,Entregado,5.0,6.0
TXN005865,2025-01-25,CLT3309,Pilar Romero,Libros,Guía Viaje,2,19.83,0,39.66,39.66,PayPal,Sevilla,Entregado,4.0,4.0
TXN005866,2025-01-26,CLT2785,Ana Rodríguez,Ropa,Jersey,5,49.88,5,249.4,236.93,Tarjeta Crédito,Madrid,En Tránsito,5.0,11.0
TXN005867,2025-01-26,CLT3780,Carlos Martínez,Electrónica,Smartphone,4,115.54,0,462.16,462.16,PayPal,Madrid,Cancelado,4.0,
TXN005868,2025-01-26,CLT4587,José Navarro,Juguetes,Coche RC,1,43.32,5,43.32,41.15,PayPal,Valencia,Entregado,4.0,8.0
TXN005869,2025-01-26,CLT2320,Ana Rodríguez,Hogar,Espejo,5,89.93,0,449.65,449.65,Tarjeta Débito,Barcelona,En Tránsito,4.0,3.0
TXN005870,2025-01-26,CLT4294,María López,Hogar,Espejo,1,104.46,0,104.46,104.46,PayPal,Sevilla,Entregado,4.0,9.0
TXN005871,2025-01-26,CLT3368,Carlos Martínez,Hogar,Alfombra,2,63.07,5,126.14,119.83,Transferencia,Madrid,Entregado,3.0,14.0
TXN005872,2025-01-26,CLT1570,Pilar Romero,Electrónica,Tablet,4,269.04,0,1076.16,1076.16,Tarjeta Crédito,Madrid,Entregado,2.0,10.0
TXN005873,2025-01-26,CLT3798,Manuel Álvarez,Libros,Libro Cocina,1,31.7,0,31.7,31.7,Tarjeta Crédito,Valencia,Entregado,4.0,11.0
TXN005874,2025-01-26,CLT4144,Manuel Álvarez,Hogar,Espejo,5,89.83,10,449.15,404.24,Tarjeta Débito,Valencia,Entregado,1.0,12.0
TXN005875,2025-01-26,CLT1817,Pilar Romero,Electrónica,Auriculares,2,465.47,25,930.94,698.2,Tarjeta Crédito,Barcelona,Entregado,5.0,11.0
TXN005876,2025-01-26,CLT2024,Ana Rodríguez,Ropa,Pantalón,2,100.06,0,200.12,200.12,Tarjeta Crédito,Barcelona,Entregado,2.0,13.0
TXN005877,2025-01-26,CLT1555,Pedro Sánchez,Libros,Ensayo,5,8.55,10,42.75,38.48,Tarjeta Débito,Madrid,Entregado,4.0,9.0
TXN005878,2025-01-26,CLT2705,Manuel Álvarez,Juguetes,LEGO,5,55.85,20,279.25,223.4,Tarjeta Crédito,Madrid,Pendiente,,
TXN005879,2025-01-26,CLT3270,Carlos Martínez,Libros,Novela,1,29.3,15,29.3,24.9,Tarjeta Débito,Madrid,Entregado,1.0,2.0
TXN005880,2025-01-26,CLT1817,Manuel Álvarez,Ropa,Jersey,3,41.83,5,125.49,119.22,PayPal,Valencia,Entregado,4.0,9.0
TXN005881,2025-01-26,CLT2233,Miguel Torres,Ropa,Chaqueta,2,85.12,10,170.24,153.22,Tarjeta Crédito,Bilbao,Entregado,5.0,10.0
TXN005882,2025-01-26,CLT2249,Miguel Torres,Electrónica,Smartphone,1,346.33,0,346.33,346.33,Transferencia,Barcelona,Pendiente,3.0,
TXN005883,2025-01-26,CLT1350,Carmen Ruiz,Libros,Biografía,5,10.32,5,51.6,49.02,Tarjeta Crédito,Madrid,Entregado,5.0,8.0
TXN005884,2025-01-27,CLT2217,Francisco Díaz,Electrónica,Tablet,1,489.63,0,489.63,489.63,PayPal,Sevilla,Entregado,4.0,2.0
TXN005885,2025-01-27,CLT3321,Juan García,Juguetes,Coche RC,5,70.96,0,354.8,354.8,PayPal,Bilbao,Entregado,4.0,13.0
TXN005886,2025-01-27,CLT4797,Miguel Torres,Ropa,Camiseta,4,74.33,5,297.32,282.45,Tarjeta Crédito,Madrid,Entregado,5.0,7.0
TXN005887,2025-01-27,CLT3573,Carmen Ruiz,Libros,Comic,5,10.65,0,53.25,53.25,Tarjeta Crédito,Barcelona,Entregado,4.0,12.0
TXN005888,2025-01-27,CLT2888,Dolores Jiménez,Deportes,Cuerda Saltar,5,297.45,10,1487.25,1338.52,Tarjeta Crédito,Madrid,En Tránsito,4.0,1.0
TXN005889,2025-01-27,CLT3235,Juan García,Deportes,Cuerda Saltar,5,163.15,5,815.75,774.96,PayPal,Madrid,Entregado,3.0,1.0
TXN005890,2025-01-27,CLT1751,Francisco Díaz,Ropa,Jersey,3,42.84,5,128.52,122.09,PayPal,Valencia,Pendiente,4.0,
TXN005891,2025-01-27,CLT2539,Isabel Gómez,Juguetes,Coche RC,5,47.01,0,235.05,235.05,Tarjeta Crédito,Málaga,Entregado,4.0,8.0
TXN005892,2025-01-27,CLT4204,Carlos Martínez,Juguetes,Muñeca,2,30.56,0,61.12,61.12,Tarjeta Débito,Sevilla,Entregado,4.0,11.0
TXN005893,2025-01-27,CLT4587,Miguel Torres,Electrónica,Laptop,2,412.83,5,825.66,784.38,Tarjeta Crédito,Málaga,Entregado,5.0,11.0
TXN005894,2025-01-27,CLT4415,Antonio Moreno,Ropa,Jersey,1,45.76,25,45.76,34.32,Tarjeta Débito,Barcelona,Entregado,5.0,12.0
TXN005895,2025-01-27,CLT2789,María López,Libros,Guía Viaje,3,23.91,0,71.73,71.73,Transferencia,Bilbao,Entregado,4.0,7.0
TXN005896,2025-01-27,CLT1393,Isabel Gómez,Hogar,Espejo,1,58.94,0,58.94,58.94,Tarjeta Crédito,Madrid,Entregado,5.0,11.0
TXN005897,2025-01-27,CLT1567,Manuel Álvarez,Libros,Ensayo,2,24.72,15,49.44,42.02,Transferencia,Madrid,Cancelado,5.0,
TXN005898,2025-01-27,CLT3156,Miguel Torres,Libros,Libro Cocina,2,13.36,0,26.72,26.72,PayPal,Sevilla,Entregado,,1.0
TXN005899,2025-01-28,CLT2810,José Navarro,Deportes,Pesas,4,52.19,15,208.76,177.45,Transferencia,Barcelona,Entregado,4.0,2.0
TXN005900,2025-01-28,CLT3843,Juan García,Juguetes,Juego Mesa,5,43.6,5,218.0,207.1,Tarjeta Crédito,Barcelona,Entregado,,12.0
TXN005901,2025-01-28,CLT2283,Antonio Moreno,Hogar,Cojín,2,18.95,5,37.9,36.0,Tarjeta Crédito,Sevilla,Entregado,4.0,11.0
TXN005902,2025-01-28,CLT3063,Isabel Gómez,Juguetes,Muñeca,1,70.8,0,70.8,70.8,Tarjeta Crédito,Barcelona,Entregado,5.0,5.0
TXN005903,2025-01-28,CLT4829,Carlos Martínez,Juguetes,Muñeca,1,63.6,0,63.6,63.6,Tarjeta Débito,Valencia,Entregado,5.0,4.0
TXN005904,2025-01-28,CLT3806,Dolores Jiménez,Juguetes,Coche RC,5,27.78,0,138.9,138.9,Tarjeta Débito,Barcelona,Entregado,5.0,7.0
TXN005905,2025-01-28,CLT3918,Ana Rodríguez,Electrónica,Auriculares,5,329.85,15,1649.25,1401.86,Tarjeta Crédito,Sevilla,En Tránsito,4.0,8.0
TXN005906,2025-01-28,CLT2464,Pedro Sánchez,Juguetes,LEGO,4,44.92,10,179.68,161.71,PayPal,Barcelona,Entregado,5.0,8.0
TXN005907,2025-01-28,CLT2918,Francisco Díaz,Deportes,Raqueta Tenis,3,90.19,10,270.57,243.51,Tarjeta Crédito,Valencia,Entregado,4.0,12.0
TXN005908,2025-01-28,CLT2450,Dolores Jiménez,Libros,Ensayo,1,18.48,15,18.48,15.71,Tarjeta Crédito,Madrid,Entregado,5.0,14.0
TXN005909,2025-01-28,CLT2751,Ana Rodríguez,Libros,Biografía,5,22.36,0,111.8,111.8,Tarjeta Crédito,Sevilla,Entregado,,8.0
TXN005910,2025-01-28,CLT2910,Francisco Díaz,Electrónica,Tablet,1,86.07,10,86.07,77.46,Tarjeta Crédito,Valencia,Entregado,4.0,11.0
TXN005911,2025-01-28,CLT2722,Carmen Ruiz,Ropa,Camiseta,5,15.95,5,79.75,75.76,Tarjeta Crédito,Madrid,Entregado,4.0,12.0
TXN005912,2025-01-28,CLT4938,Ana Rodríguez,Deportes,Cuerda Saltar,2,185.28,15,370.56,314.98,Tarjeta Crédito,Madrid,Entregado,3.0,10.0
TXN005913,2025-01-28,CLT2680,Laura Fernández,Hogar,Sartén,1,45.95,0,45.95,45.95,PayPal,Barcelona,Entregado,3.0,8.0
TXN005914,2025-01-28,CLT2889,Antonio Moreno,Ropa,Chaqueta,2,22.88,10,45.76,41.18,PayPal,Valencia,Cancelado,,
TXN005915,2025-01-29,CLT1113,Antonio Moreno,Libros,Guía Viaje,1,24.95,15,24.95,21.21,Tarjeta Crédito,Valencia,Entregado,4.0,14.0
TXN005916,2025-01-29,CLT4737,Carmen Ruiz,Juguetes,Juego Mesa,3,14.03,5,42.09,39.99,Tarjeta Débito,Barcelona,Entregado,4.0,13.0
TXN005917,2025-01-29,CLT3289,José Navarro,Hogar,Espejo,4,21.95,0,87.8,87.8,Tarjeta Débito,Sevilla,Entregado,5.0,11.0
TXN005918,2025-01-29,CLT1108,Laura Fernández,Electrónica,Smartwatch,2,497.25,5,994.5,944.78,Tarjeta Crédito,Bilbao,Entregado,5.0,8.0
TXN005919,2025-01-29,CLT4921,Antonio Moreno,Deportes,Pesas,5,299.01,0,1495.05,1495.05,Tarjeta Débito,Madrid,Entregado,4.0,7.0
TXN005920,2025-01-29,CLT4140,Ana Rodríguez,Hogar,Cortinas,3,147.11,10,441.33,397.2,Tarjeta Débito,Barcelona,Entregado,4.0,10.0
TXN005921,2025-01-29,CLT2724,José Navarro,Juguetes,Peluche,1,68.61,20,68.61,54.89,Tarjeta Débito,Valencia,En Tránsito,5.0,5.0
TXN005922,2025-01-29,CLT1362,Francisco Díaz,Deportes,Esterilla Yoga,2,62.44,5,124.88,118.64,Tarjeta Débito,Valencia,Entregado,3.0,14.0
TXN005923,2025-01-29,CLT4095,Carlos Martínez,Juguetes,LEGO,1,18.13,5,18.13,17.22,Tarjeta Débito,Madrid,Entregado,3.0,2.0
TXN005924,2025-01-30,CLT1575,Antonio Moreno,Libros,Ensayo,1,15.83,10,15.83,14.25,Tarjeta Crédito,Madrid,Entregado,4.0,4.0
TXN005925,2025-01-30,CLT3519,José Navarro,Ropa,Vestido,1,55.96,0,55.96,55.96,PayPal,Madrid,Entregado,5.0,9.0
TXN005926,2025-01-30,CLT4714,Francisco Díaz,Ropa,Jersey,4,100.02,0,400.08,400.08,Tarjeta Crédito,Valencia,Entregado,2.0,13.0
TXN005927,2025-01-30,CLT2238,Manuel Álvarez,Juguetes,LEGO,4,15.43,20,61.72,49.38,PayPal,Valencia,Pendiente,5.0,
TXN005928,2025-01-30,CLT4222,Juan García,Ropa,Pantalón,5,51.57,10,257.85,232.07,Tarjeta Crédito,Madrid,Entregado,5.0,4.0
TXN005929,2025-01-30,CLT1993,Pilar Romero,Hogar,Espejo,2,140.23,0,280.46,280.46,Tarjeta Crédito,Barcelona,Pendiente,2.0,
TXN005930,2025-01-30,CLT3377,Pilar Romero,Juguetes,Juego Mesa,3,37.28,0,111.84,111.84,Tarjeta Débito,Barcelona,Entregado,5.0,3.0
TXN005931,2025-01-30,CLT3097,Pedro Sánchez,Deportes,Pesas,3,111.26,10,333.78,300.4,Tarjeta Crédito,Bilbao,Entregado,4.0,8.0
TXN005932,2025-01-30,CLT2528,Pilar Romero,Ropa,Jersey,3,92.27,15,276.81,235.29,PayPal,Madrid,Entregado,5.0,7.0
TXN005933,2025-01-30,CLT1521,Juan García,Ropa,Chaqueta,1,36.72,15,36.72,31.21,Tarjeta Crédito,Valencia,Entregado,,12.0
TXN005934,2025-01-30,CLT3543,José Navarro,Electrónica,Smartphone,4,405.91,0,1623.64,1623.64,Tarjeta Débito,Sevilla,Entregado,4.0,9.0
TXN005935,2025-01-30,CLT3225,Laura Fernández,Ropa,Camiseta,2,93.34,20,186.68,149.34,Tarjeta Crédito,Bilbao,Cancelado,5.0,
TXN005936,2025-01-30,CLT4686,Miguel Torres,Libros,Guía Viaje,1,21.48,5,21.48,20.41,Tarjeta Crédito,Sevilla,Pendiente,4.0,
TXN005937,2025-01-30,CLT3316,José Navarro,Deportes,Bicicleta,4,212.8,10,851.2,766.08,Tarjeta Crédito,Barcelona,Entregado,4.0,11.0
TXN005938,2025-01-30,CLT4595,Antonio Moreno,Hogar,Alfombra,4,51.65,5,206.6,196.27,Tarjeta Débito,Bilbao,Entregado,3.0,8.0
TXN005939,2025-01-30,CLT2201,María López,Hogar,Espejo,2,47.52,0,95.04,95.04,Tarjeta Débito,Sevilla,Entregado,5.0,12.0
TXN005940,2025-01-30,CLT1219,Carlos Martínez,Electrónica,Auriculares,2,611.87,20,1223.74,978.99,Tarjeta Débito,Sevilla,En Tránsito,4.0,2.0
TXN005941,2025-01-30,CLT4093,José Navarro,Libros,Ensayo,2,26.36,0,52.72,52.72,Transferencia,Madrid,Entregado,4.0,2.0
TXN005942,2025-01-30,CLT4461,Dolores Jiménez,Libros,Biografía,1,24.45,0,24.45,24.45,Tarjeta Débito,Madrid,Entregado,5.0,11.0
TXN005943,2025-01-30,CLT2608,Carmen Ruiz,Electrónica,Smartwatch,5,203.46,15,1017.3,864.7,Transferencia,Sevilla,Entregado,5.0,7.0
TXN005944,2025-01-30,CLT1515,Carmen Ruiz,Deportes,Cuerda Saltar,2,280.97,10,561.94,505.75,Tarjeta Crédito,Málaga,Entregado,5.0,2.0
TXN005945,2025-01-31,CLT2650,Miguel Torres,Deportes,Bicicleta,5,130.56,15,652.8,554.88,Tarjeta Crédito,Sevilla,Entregado,3.0,14.0
TXN005946,2025-01-31,CLT3744,Laura Fernández,Electrónica,Auriculares,1,300.31,5,300.31,285.29,Tarjeta Crédito,Bilbao,Entregado,5.0,12.0
TXN005947,2025-01-31,CLT1024,Juan García,Libros,Biografía,5,14.9,0,74.5,74.5,Tarjeta Crédito,Valencia,Entregado,,10.0
TXN005948,2025-01-31,CLT2895,Francisco Díaz,Juguetes,Puzzle,3,51.65,20,154.95,123.96,Tarjeta Débito,Barcelona,Entregado,2.0,2.0
TXN005949,2025-01-31,CLT4307,Manuel Álvarez,Libros,Guía Viaje,5,24.34,0,121.7,121.7,Tarjeta Débito,Sevilla,Entregado,5.0,6.0
TXN005950,2025-01-31,CLT4125,Pilar Romero,Libros,Comic,2,31.99,15,63.98,54.38,Tarjeta Débito,Sevilla,Entregado,4.0,7.0
TXN005951,2025-01-31,CLT4583,Manuel Álvarez,Deportes,Raqueta Tenis,1,299.67,0,299.67,299.67,Tarjeta Débito,Sevilla,Entregado,5.0,1.0
TXN005952,2025-01-31,CLT3121,Carlos Martínez,Electrónica,Cámara,2,345.4,15,690.8,587.18,Transferencia,Málaga,Entregado,5.0,7.0
TXN005953,2025-01-31,CLT2885,Miguel Torres,Libros,Ensayo,3,27.2,0,81.6,81.6,PayPal,Barcelona,Entregado,,2.0
TXN005954,2025-01-31,CLT4437,Carmen Ruiz,Ropa,Camiseta,2,52.66,5,105.32,100.05,Tarjeta Crédito,Madrid,Entregado,4.0,2.0
TXN005955,2025-01-31,CLT1222,Manuel Álvarez,Electrónica,Auriculares,2,244.23,15,488.46,415.19,Tarjeta Crédito,Bilbao,Entregado,5.0,8.0
TXN005956,2025-02-01,CLT1346,Laura Fernández,Juguetes,Juego Mesa,2,43.44,5,86.88,82.54,Tarjeta Crédito,Madrid,Entregado,2.0,12.0
TXN005957,2025-02-01,CLT1224,Francisco Díaz,Juguetes,LEGO,4,69.59,10,278.36,250.52,Tarjeta Crédito,Sevilla,Entregado,4.0,1.0
TXN005958,2025-02-01,CLT2106,Antonio Moreno,Electrónica,Tablet,3,679.46,15,2038.38,1732.62,Tarjeta Débito,Bilbao,En Tránsito,4.0,9.0
TXN005959,2025-02-02,CLT4399,Carlos Martínez,Libros,Novela,2,10.44,10,20.88,18.79,Tarjeta Débito,Barcelona,Entregado,4.0,12.0
TXN005960,2025-02-02,CLT3661,Miguel Torres,Juguetes,LEGO,2,36.75,20,73.5,58.8,Tarjeta Crédito,Bilbao,Entregado,4.0,14.0
TXN005961,2025-02-02,CLT1438,Antonio Moreno,Libros,Ensayo,2,31.59,5,63.18,60.02,Tarjeta Débito,Barcelona,En Tránsito,,12.0
TXN005962,2025-02-02,CLT2365,Pedro Sánchez,Electrónica,Cámara,1,407.31,0,407.31,407.31,Tarjeta Débito,Sevilla,Entregado,2.0,11.0
TXN005963,2025-02-02,CLT3434,María López,Libros,Guía Viaje,4,25.04,0,100.16,100.16,Tarjeta Crédito,Madrid,Entregado,4.0,10.0
TXN005964,2025-02-02,CLT1398,Manuel Álvarez,Juguetes,Peluche,1,36.81,0,36.81,36.81,Tarjeta Crédito,Sevilla,Entregado,,3.0
TXN005965,2025-02-02,CLT4366,Francisco Díaz,Juguetes,Peluche,4,74.69,0,298.76,298.76,PayPal,Sevilla,Pendiente,4.0,
TXN005966,2025-02-02,CLT2190,Miguel Torres,Juguetes,Muñeca,2,64.05,5,128.1,121.7,Tarjeta Débito,Valencia,Entregado,5.0,10.0
TXN005967,2025-02-02,CLT3316,Carmen Ruiz,Hogar,Cojín,3,91.3,0,273.9,273.9,Tarjeta Crédito,Sevilla,Entregado,3.0,9.0
TXN005968,2025-02-02,CLT2972,Miguel Torres,Ropa,Chaqueta,5,61.27,0,306.35,306.35,Tarjeta Crédito,Málaga,Entregado,4.0,8.0
TXN005969,2025-02-02,CLT3828,Laura Fernández,Electrónica,Cámara,5,95.89,0,479.45,479.45,Tarjeta Crédito,Sevilla,Entregado,2.0,6.0
TXN005970,2025-02-02,CLT2357,Miguel Torres,Electrónica,Tablet,2,437.62,15,875.24,743.95,Tarjeta Crédito,Málaga,Entregado,3.0,10.0
TXN005971,2025-02-02,CLT4540,Antonio Moreno,Ropa,Jersey,1,95.88,5,95.88,91.09,PayPal,Barcelona,Entregado,5.0,8.0
TXN005972,2025-02-02,CLT1249,María López,Juguetes,Puzzle,3,79.03,0,237.09,237.09,Tarjeta Crédito,Valencia,Entregado,5.0,12.0
TXN005973,2025-02-02,CLT1497,José Navarro,Ropa,Zapatos,4,111.59,15,446.36,379.41,Tarjeta Crédito,Barcelona,Entregado,5.0,7.0
TXN005974,2025-02-03,CLT4032,Pilar Romero,Deportes,Bicicleta,2,234.36,0,468.72,468.72,Tarjeta Crédito,Málaga,Entregado,4.0,15.0
TXN005975,2025-02-03,CLT3394,Ana Rodríguez,Deportes,Balón Fútbol,3,111.18,25,333.54,250.16,PayPal,Madrid,Entregado,4.0,12.0
TXN005976,2025-02-03,CLT3762,Juan García,Electrónica,Smartwatch,3,187.31,10,561.93,505.74,Tarjeta Crédito,Barcelona,Entregado,5.0,14.0
TXN005977,2025-02-03,CLT3092,Francisco Díaz,Electrónica,Auriculares,4,57.1,0,228.4,228.4,Tarjeta Crédito,Barcelona,Entregado,3.0,11.0
TXN005978,2025-02-03,CLT4028,Isabel Gómez,Hogar,Lámpara,3,90.34,10,271.02,243.92,Tarjeta Débito,Barcelona,Entregado,5.0,4.0
TXN005979,2025-02-03,CLT3936,Manuel Álvarez,Libros,Guía Viaje,1,30.29,15,30.29,25.75,Tarjeta Crédito,Bilbao,Entregado,4.0,4.0
TXN005980,2025-02-03,CLT1217,Miguel Torres,Hogar,Lámpara,1,64.75,5,64.75,61.51,Tarjeta Crédito,Barcelona,Entregado,,10.0
TXN005981,2025-02-03,CLT3873,María López,Libros,Ensayo,1,20.72,15,20.72,17.61,Tarjeta Crédito,Bilbao,Entregado,3.0,5.0
TXN005982,2025-02-03,CLT1839,Antonio Moreno,Hogar,Espejo,3,12.76,0,38.28,38.28,PayPal,Barcelona,Entregado,3.0,2.0
TXN005983,2025-02-03,CLT3114,Pilar Romero,Libros,Ensayo,1,19.73,0,19.73,19.73,Transferencia,Bilbao,Entregado,4.0,9.0
TXN005984,2025-02-03,CLT1590,Antonio Moreno,Electrónica,Smartwatch,4,265.35,0,1061.4,1061.4,Tarjeta Crédito,Valencia,Entregado,4.0,6.0
TXN005985,2025-02-03,CLT3302,José Navarro,Hogar,Espejo,3,77.48,0,232.44,232.44,Tarjeta Crédito,Barcelona,En Tránsito,5.0,12.0
TXN005986,2025-02-03,CLT4032,Carlos Martínez,Ropa,Pantalón,5,92.89,0,464.45,464.45,Tarjeta Crédito,Barcelona,Entregado,,2.0
TXN005987,2025-02-03,CLT4961,Manuel Álvarez,Deportes,Bicicleta,3,94.46,20,283.38,226.7,PayPal,Barcelona,En Tránsito,3.0,12.0
TXN005988,2025-02-03,CLT3028,Ana Rodríguez,Ropa,Jersey,4,82.85,0,331.4,331.4,Tarjeta Débito,Barcelona,Entregado,4.0,2.0
TXN005989,2025-02-03,CLT1558,Manuel Álvarez,Ropa,Jersey,5,77.0,5,385.0,365.75,PayPal,Barcelona,Entregado,4.0,13.0
TXN005990,2025-02-03,CLT1915,Francisco Díaz,Juguetes,Peluche,3,63.2,5,189.6,180.12,Tarjeta Débito,Madrid,Pendiente,4.0,
TXN005991,2025-02-03,CLT4666,Laura Fernández,Electrónica,Auriculares,1,376.8,15,376.8,320.28,Transferencia,Barcelona,Entregado,4.0,15.0
TXN005992,2025-02-04,CLT3767,Carmen Ruiz,Electrónica,Tablet,2,302.0,25,604.0,453.0,PayPal,Valencia,Pendiente,5.0,
TXN005993,2025-02-04,CLT3620,Laura Fernández,Libros,Libro Cocina,2,12.23,15,24.46,20.79,PayPal,Barcelona,Entregado,5.0,4.0
TXN005994,2025-02-04,CLT4490,José Navarro,Juguetes,LEGO,1,37.06,20,37.06,29.65,Tarjeta Débito,Sevilla,Entregado,5.0,15.0
TXN005995,2025-02-04,CLT1633,Manuel Álvarez,Deportes,Raqueta Tenis,2,213.42,15,426.84,362.81,Tarjeta Crédito,Málaga,Entregado,5.0,6.0
TXN005996,2025-02-04,CLT2232,María López,Electrónica,Smartwatch,2,417.68,20,835.36,668.29,Tarjeta Débito,Barcelona,Entregado,5.0,1.0
TXN005997,2025-02-04,CLT3573,Pedro Sánchez,Hogar,Espejo,1,37.29,10,37.29,33.56,Tarjeta Débito,Barcelona,Pendiente,4.0,
TXN005998,2025-02-04,CLT2273,Pilar Romero,Deportes,Cuerda Saltar,1,62.38,0,62.38,62.38,Tarjeta Débito,Madrid,Entregado,1.0,3.0
TXN005999,2025-02-04,CLT3945,Ana Rodríguez,Juguetes,Juego Mesa,3,64.92,5,194.76,185.02,Tarjeta Crédito,Barcelona,Entregado,4.0,12.0
TXN006000,2025-02-04,CLT4836,Manuel Álvarez,Juguetes,Muñeca,3,53.37,10,160.11,144.1,Tarjeta Débito,Sevilla,Pendiente,2.0,
TXN006001,2025-02-04,CLT1026,Pedro Sánchez,Ropa,Pantalón,1,98.72,0,98.72,98.72,Tarjeta Débito,Madrid,Cancelado,4.0,
TXN006002,2025-02-04,CLT4299,Miguel Torres,Ropa,Vestido,4,114.81,0,459.24,459.24,Tarjeta Débito,Madrid,Entregado,4.0,9.0
TXN006003,2025-02-04,CLT2986,Francisco Díaz,Electrónica,Auriculares,2,445.37,5,890.74,846.2,Tarjeta Crédito,Barcelona,Entregado,3.0,8.0
TXN006004,2025-02-04,CLT3554,Carlos Martínez,Hogar,Sartén,3,62.44,20,187.32,149.86,Tarjeta Crédito,Bilbao,Entregado,5.0,15.0
TXN006005,2025-02-04,CLT3817,Ana Rodríguez,Ropa,Pantalón,2,51.83,0,103.66,103.66,Tarjeta Crédito,Valencia,Entregado,5.0,15.0
TXN006006,2025-02-04,CLT1822,Carmen Ruiz,Libros,Libro Cocina,5,25.52,15,127.6,108.46,PayPal,Málaga,Cancelado,4.0,
TXN006007,2025-02-04,CLT1469,Manuel Álvarez,Deportes,Pesas,1,155.64,10,155.64,140.08,Tarjeta Débito,Bilbao,En Tránsito,5.0,3.0
TXN006008,2025-02-05,CLT1275,Manuel Álvarez,Juguetes,Peluche,4,47.78,20,191.12,152.9,Tarjeta Crédito,Madrid,Entregado,5.0,5.0
TXN006009,2025-02-05,CLT1000,Pedro Sánchez,Electrónica,Cámara,5,424.13,20,2120.65,1696.52,Tarjeta Crédito,Madrid,Entregado,3.0,7.0
TXN006010,2025-02-05,CLT1626,Pilar Romero,Deportes,Pesas,5,209.25,15,1046.25,889.31,Tarjeta Débito,Barcelona,Entregado,,6.0
TXN006011,2025-02-05,CLT3473,Francisco Díaz,Deportes,Balón Fútbol,5,147.36,5,736.8,699.96,Tarjeta Crédito,Valencia,Entregado,3.0,3.0
TXN006012,2025-02-05,CLT4604,Pedro Sánchez,Hogar,Alfombra,1,44.35,0,44.35,44.35,Transferencia,Valencia,Entregado,5.0,13.0
TXN006013,2025-02-05,CLT1495,Antonio Moreno,Hogar,Sartén,3,139.26,5,417.78,396.89,Tarjeta Débito,Madrid,Entregado,,2.0
TXN006014,2025-02-05,CLT3129,José Navarro,Juguetes,Juego Mesa,1,76.54,15,76.54,65.06,Tarjeta Crédito,Madrid,Entregado,5.0,12.0
TXN006015,2025-02-05,CLT1396,Juan García,Hogar,Cortinas,3,16.9,15,50.7,43.1,Tarjeta Débito,Madrid,Entregado,5.0,9.0
TXN006016,2025-02-05,CLT2012,Pilar Romero,Hogar,Sartén,5,140.85,15,704.25,598.61,Tarjeta Crédito,Bilbao,Entregado,,8.0
TXN006017,2025-02-05,CLT1836,Juan García,Deportes,Pesas,5,132.87,0,664.35,664.35,PayPal,Málaga,Entregado,4.0,5.0
TXN006018,2025-02-05,CLT1424,Pilar Romero,Juguetes,Coche RC,4,63.01,5,252.04,239.44,Tarjeta Crédito,Madrid,En Tránsito,4.0,12.0
TXN006019,2025-02-05,CLT2940,Carlos Martínez,Juguetes,LEGO,3,35.01,0,105.03,105.03,Transferencia,Madrid,Entregado,5.0,2.0
